,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons,Error
243,The Internship,2013,PG-13,07 Jun 2013,119 min,Comedy,Shawn Levy,"Vince Vaughn, Jared Stern","Vince Vaughn, Owen Wilson, Rose Byrne","Two salesmen whose careers have been torpedoed by the digital age find their way into a coveted internship at Google, where they must compete with a group of young, tech-savvy geniuses for a shot at employment.","English, Tagalog, Cantonese, Mandarin, Spanish",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMjM1MzczMDgwOV5BMl5BanBnXkFtZTcwMDM4NjM2OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.3,"199,481",tt2234155,movie,22 Oct 2013,"$44,672,764",N/A,N/A,True,,
244,Elysium,2013,R,09 Aug 2013,109 min,"Action, Drama, Sci-Fi",Neill Blomkamp,Neill Blomkamp,"Matt Damon, Jodie Foster, Sharlto Copley","In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.","English, Spanish, French, Afrikaans, Ukrainian",United States,1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BNDc2NjU0MTcwNV5BMl5BanBnXkFtZTcwMjg4MDg2OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.6,"436,911",tt1535108,movie,17 Dec 2013,"$93,050,117",N/A,N/A,True,,
245,Hansel & Gretel: Witch Hunters,2013,R,25 Jan 2013,88 min,"Action, Fantasy, Horror",Tommy Wirkola,"Tommy Wirkola, Jacob Grimm, Wilhelm Grimm","Jeremy Renner, Gemma Arterton, Peter Stormare",Brother/sister duo Hansel and Gretel are professional witch-hunters who help innocent villagers. One day they stumble upon a case that could hold the key to their past.,English,"United States, Germany",3 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjA4MDQwODg2NV5BMl5BanBnXkFtZTcwNTc5ODc2OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",23,6.1,"202,580",tt1428538,movie,11 Jun 2013,"$55,703,475",N/A,N/A,True,,
246,Captain Phillips,2013,PG-13,11 Oct 2013,134 min,"Action, Biography, Crime",Paul Greengrass,"Billy Ray, Richard Phillips, Stephan Talty","Tom Hanks, Barkhad Abdi, Barkhad Abdirahman","The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.","English, Somali",United States,Nominated for 6 Oscars. 16 wins & 154 nominations total,https://m.media-amazon.com/images/M/MV5BODhiZWRhMjctNDUyMS00NmUwLTgwYmItMjJhOWNkZWQ3ZTQxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.8,"443,885",tt1535109,movie,21 Jan 2014,"$107,100,855",N/A,N/A,True,,
247,Evil Dead,2013,R,05 Apr 2013,91 min,Horror,Fede Alvarez,"Fede Alvarez, Rodo Sayagues, Sam Raimi","Jane Levy, Shiloh Fernandez, Jessica Lucas","Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.","English, Welsh",United States,6 wins & 19 nominations,https://m.media-amazon.com/images/M/MV5BYzk2ZTVhOWMtMWQxYS00OWQzLWFmY2QtODQ4NGFmNGQxZWVmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.5,"165,412",tt1288558,movie,16 Jul 2013,"$54,239,856",N/A,N/A,True,,
248,White House Down,2013,PG-13,28 Jun 2013,131 min,"Action, Drama, Thriller",Roland Emmerich,James Vanderbilt,"Channing Tatum, Jamie Foxx, Maggie Gyllenhaal","While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.",English,United States,3 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BYmI5ZGIxOGMtMjcwMS00Yzk3LWE0YWUtMzc5YTFhNGQ4OWZmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.3,"216,132",tt2334879,movie,05 Nov 2013,"$73,103,784",N/A,N/A,True,,
249,Enemy,2013,R,06 Feb 2014,91 min,"Drama, Mystery, Thriller",Denis Villeneuve,"José Saramago, Javier Gullón","Jake Gyllenhaal, Mélanie Laurent, Sarah Gadon",A man seeks out his exact look-alike after spotting him in a movie.,English,"Canada, Spain, France",17 wins & 23 nominations,https://m.media-amazon.com/images/M/MV5BMTQ2NzA5NjE4N15BMl5BanBnXkFtZTgwMjQ4NzMxMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.9,"184,680",tt2316411,movie,24 Jun 2014,"$1,008,726",N/A,N/A,True,,
250,Olympus Has Fallen,2013,R,22 Mar 2013,119 min,"Action, Thriller",Antoine Fuqua,"Creighton Rothenberger, Katrin Benedikt","Gerard Butler, Aaron Eckhart, Morgan Freeman",Secret Service agent Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack and works with national security to rescue the President from his kidnappers.,"English, Korean",United States,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BNTU0NmY4MWYtNzRlMS00MDkxLWJkODYtOTM3NGI2ZDc1NTJhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.5,"269,482",tt2302755,movie,13 Aug 2013,"$98,925,640",N/A,N/A,True,,
251,Lone Survivor,2013,R,10 Jan 2014,121 min,"Action, Biography, Drama",Peter Berg,"Peter Berg, Marcus Luttrell, Patrick Robinson","Mark Wahlberg, Taylor Kitsch, Emile Hirsch","Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.","English, Pashtu, Arabic","United States, United Kingdom",Nominated for 2 Oscars. 6 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMjA0NTgwOTk5Ml5BMl5BanBnXkFtZTcwMjE3NDc5OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.5,"279,341",tt1091191,movie,03 Jun 2014,"$125,095,601",N/A,N/A,True,,
252,Oz the Great and Powerful,2013,PG,08 Mar 2013,130 min,"Adventure, Family, Fantasy",Sam Raimi,"Mitchell Kapner, David Lindsay-Abaire, L. Frank Baum","James Franco, Michelle Williams, Rachel Weisz",A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.,English,United States,6 wins & 31 nominations,https://m.media-amazon.com/images/M/MV5BMjMyMzQ1ODM1MF5BMl5BanBnXkFtZTcwMjE2MTQxOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.3,"204,708",tt1623205,movie,11 Jun 2013,"$234,911,825",N/A,N/A,True,,
253,Pain & Gain,2013,R,26 Apr 2013,129 min,"Action, Comedy, Crime",Michael Bay,"Christopher Markus, Stephen McFeely, Pete Collins","Mark Wahlberg, Dwayne Johnson, Anthony Mackie",A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.,English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BMTU0NDE5NTU0OV5BMl5BanBnXkFtZTcwMzI1OTMzOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.4,"210,697",tt1980209,movie,27 Aug 2013,"$49,875,291",N/A,N/A,True,,
254,Oldboy,2003,R,21 Nov 2003,120 min,"Action, Drama, Mystery",Park Chan-wook,"Garon Tsuchiya, Nobuaki Minegishi, Park Chan-wook","Choi Min-sik, Yoo Ji-Tae, Kang Hye-jeong","After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.",Korean,South Korea,40 wins & 20 nominations,https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,8.4,"552,211",tt0364569,movie,07 Aug 2008,"$707,481",N/A,N/A,True,,
255,Out of the Furnace,2013,R,06 Dec 2013,116 min,"Action, Crime, Drama",Scott Cooper,"Brad Ingelsby, Scott Cooper","Christian Bale, Casey Affleck, Zoe Saldana","When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice.",English,"United Kingdom, United States",1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTc2MTQ4MDU4NV5BMl5BanBnXkFtZTgwOTU1ODgzMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.8,"113,016",tt1206543,movie,11 Mar 2014,"$11,330,849",N/A,N/A,True,,
256,Coherence,2013,Not Rated,06 Aug 2014,89 min,"Drama, Mystery, Sci-Fi",James Ward Byrkit,"James Ward Byrkit, Alex Manugian","Emily Baldoni, Maury Sterling, Nicholas Brendon",Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.,English,"United States, United Kingdom",5 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BNzQ3ODUzNDY2M15BMl5BanBnXkFtZTgwNzg0ODY2MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.2,"121,206",tt2866360,movie,04 Nov 2014,"$102,617",N/A,N/A,True,,
257,Ender's Game,2013,PG-13,01 Nov 2013,114 min,"Action, Adventure, Sci-Fi",Gavin Hood,"Gavin Hood, Orson Scott Card","Harrison Ford, Asa Butterfield, Hailee Steinfeld","Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, an insectoid alien race who had previously tried to invade Earth and had inflicted heavy losses on humankind.",English,United States,1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BMjAzMzI5OTgzMl5BMl5BanBnXkFtZTgwMTU5MTAwMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.6,"234,551",tt1731141,movie,11 Feb 2014,"$61,737,191",N/A,N/A,True,,
258,Anchorman 2: The Legend Continues,2013,PG-13,18 Dec 2013,119 min,Comedy,Adam McKay,"Will Ferrell, Adam McKay","Will Ferrell, Christina Applegate, Paul Rudd","With the 1970s behind them, San Diego's top-rated newsman, Ron Burgundy, returns to take New York City's first twenty-four-hour news channel by storm.",English,United States,1 win & 23 nominations,https://m.media-amazon.com/images/M/MV5BMjE5ODk0NjQzNV5BMl5BanBnXkFtZTgwODk4MDA1MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.3,"177,018",tt1229340,movie,01 Apr 2014,"$127,352,707",N/A,N/A,True,,
259,The World's End,2013,R,23 Aug 2013,109 min,"Comedy, Sci-Fi",Edgar Wright,"Simon Pegg, Edgar Wright","Simon Pegg, Nick Frost, Martin Freeman",Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.,English,"United Kingdom, United States, Japan",4 wins & 28 nominations,https://m.media-amazon.com/images/M/MV5BNzA1MTk1MzY0OV5BMl5BanBnXkFtZTgwNjkzNTUwMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.0,"273,185",tt1213663,movie,19 Nov 2013,"$26,004,851",N/A,N/A,True,,
260,Stoker,2013,R,01 Mar 2013,99 min,"Drama, Mystery, Thriller",Park Chan-Wook,Wentworth Miller,"Mia Wasikowska, Nicole Kidman, Matthew Goode","After India's father dies, her Uncle Charlie, whom she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated wi","English, French, Italian","United Kingdom, United States",4 wins & 45 nominations,https://m.media-amazon.com/images/M/MV5BMjI3MTM5ODI5MV5BMl5BanBnXkFtZTcwMjE1Mzc4OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.8,"106,814",tt1682180,movie,18 Jun 2013,"$1,714,221",N/A,N/A,True,,
261,The Mortal Instruments: City of Bones,2013,PG-13,21 Aug 2013,130 min,"Action, Adventure, Fantasy",Harald Zwart,"Jessica Postigo, Cassandra Clare","Lily Collins, Jamie Campbell Bower, Robert Sheehan","When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World.",English,"United States, Germany, Canada, United Kingdom",6 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BMTc5NzAyOTQyNF5BMl5BanBnXkFtZTcwNzQ1MDc4OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,5.9,"130,996",tt1538403,movie,03 Dec 2013,"$31,165,421",N/A,N/A,True,,
262,Mama,2013,PG-13,18 Jan 2013,100 min,"Fantasy, Horror, Thriller",Andy Muschietti,"Andy Muschietti, Barbara Muschietti, Neil Cross","Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier","After a young couple take in their two nieces, they suspect that a supernatural spirit named Mama has latched onto their family.",English,"Canada, Spain, Mexico",11 wins & 19 nominations,https://m.media-amazon.com/images/M/MV5BMTM5MjIwNDAwMl5BMl5BanBnXkFtZTcwNzQyOTY0OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.2,"176,082",tt2023587,movie,07 May 2013,"$71,628,180",N/A,N/A,True,,
263,Riddick,2013,R,06 Sep 2013,119 min,"Action, Adventure, Sci-Fi",David Twohy,"David Twohy, Jim Wheat, Ken Wheat","Vin Diesel, Karl Urban, Katee Sackhoff","Left for dead on a sun-scorched planet, Riddick finds himself up against an alien race of predators. Activating an emergency beacon alerts two ships: one carrying a new breed of mercenary, the other captained by a man from Riddick's ",English,"Canada, United States",2 nominations,https://m.media-amazon.com/images/M/MV5BMTk5NzYwMzQ4MV5BMl5BanBnXkFtZTcwMjE5MTI1OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.4,"160,927",tt1411250,movie,14 Jan 2014,"$42,025,135",N/A,N/A,True,,
264,A Good Day to Die Hard,2013,R,14 Feb 2013,98 min,"Action, Thriller",John Moore,"Skip Woods, Roderick Thorp","Bruce Willis, Jai Courtney, Sebastian Koch","John McClane travels to Russia to help out his seemingly wayward son, Jack, only to discover that Jack is a CIA operative working undercover, causing the father and son to team up against underworld forces.","English, Russian, Hindi, Punjabi","United States, United Kingdom, Hungary",5 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTcwNzgyNzUzOV5BMl5BanBnXkFtZTcwMzAwOTA5OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28,5.3,"204,455",tt1606378,movie,04 Jun 2013,"$67,349,198",N/A,N/A,True,,
265,Escape Plan,2013,R,18 Oct 2013,115 min,"Action, Thriller",Mikael Håfström,"Miles Chapman, Jason Keller","Sylvester Stallone, Arnold Schwarzenegger, 50 Cent","When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.","English, German, Arabic, Urdu",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMzllMmUxN2UtNmM3YS00NGU1LThhYjUtYmY3YTc0OTVlMzJiXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.7,"237,339",tt1211956,movie,04 Feb 2014,"$25,135,965",N/A,N/A,True,,
266,The Wolverine,2013,PG-13,26 Jul 2013,126 min,"Action, Sci-Fi",James Mangold,"Mark Bomback, Scott Frank","Hugh Jackman, Will Yun Lee, Tao Okamoto","Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants.","English, Japanese","United States, United Kingdom",2 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BNzg1MDQxMTQ2OF5BMl5BanBnXkFtZTcwMTk3MjAzOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.7,"449,909",tt1430132,movie,03 Dec 2013,"$132,556,852",N/A,N/A,True,,
267,Texas Chainsaw,2013,R,04 Jan 2013,92 min,"Horror, Thriller",John Luessenhop,"Adam Marcus, Debra Sullivan, Kirsten Elms","Alexandra Daddario, Tania Raymonde, Scott Eastwood",A young woman travels to Texas to collect an inheritance; little does she know that an encounter with a chainsaw-wielding killer is part of the reward.,English,United States,2 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTQzMzAyNTE2N15BMl5BanBnXkFtZTcwNzM1NDg2OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}]",N/A,4.8,"48,602",tt1572315,movie,14 May 2013,"$34,341,945",N/A,N/A,True,,
268,Despicable Me 2,2013,PG,03 Jul 2013,98 min,"Animation, Adventure, Comedy","Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio","Steve Carell, Kristen Wiig, Benjamin Bratt","When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.","English, Ukrainian","United States, France, Japan",Nominated for 2 Oscars. 12 wins & 66 nominations total,https://m.media-amazon.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.3,"386,513",tt1690953,movie,10 Dec 2013,"$368,065,385",N/A,N/A,True,,
269,47 Ronin,2013,PG-13,25 Dec 2013,128 min,"Action, Drama, Fantasy",Carl Rinsch,"Chris Morgan, Hossein Amini, Walter Hamada","Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki",A band of samurai set out to avenge the death and dishonor of their master at the hands of a ruthless shogun.,"English, Japanese","United States, United Kingdom, Japan, Hungary",5 nominations,https://m.media-amazon.com/images/M/MV5BMTc0MjE2NzE0OV5BMl5BanBnXkFtZTgwNTU5MjE1MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28,6.3,"155,661",tt1335975,movie,01 Apr 2014,"$38,362,475",N/A,N/A,True,,
270,Adore,2013,R,03 Apr 2013,112 min,"Drama, Romance",Anne Fontaine,"Anne Fontaine, Doris Lessing, Christopher Hampton","Naomi Watts, Robin Wright, Xavier Samuel",A pair of childhood friends and neighbors fall for each other's sons.,English,"Australia, France",1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjg5ODY2MzcwMF5BMl5BanBnXkFtZTcwODEwNjQ3OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,6.2,"33,846",tt2103267,movie,10 Dec 2013,"$318,982",N/A,N/A,True,,
271,Machete Kills,2013,R,11 Oct 2013,107 min,"Action, Crime, Thriller",Robert Rodriguez,"Kyle Ward, Robert Rodriguez, Marcel Rodriguez","Danny Trejo, Alexa PenaVega, Mel Gibson",The U.S. government recruits Machete to battle his way through Mexico in order to take down an arms dealer who looks to launch a weapon into space.,"English, Spanish","United States, Russia",3 nominations,https://m.media-amazon.com/images/M/MV5BMjA2MzUxMTM3M15BMl5BanBnXkFtZTgwMzA2NzkxMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,5.6,"77,503",tt2002718,movie,14 Jan 2014,"$8,008,161",N/A,N/A,True,,
272,Warm Bodies,2013,PG-13,01 Feb 2013,98 min,"Comedy, Horror, Romance",Jonathan Levine,"Isaac Marion, Jonathan Levine","Nicholas Hoult, Teresa Palmer, John Malkovich","After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world.",English,"United States, Canada",2 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BYTc5ZjFhMDItYmViMi00YjI5LTgzNzctZjcxMDYzMWU2NTk2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.8,"227,393",tt1588173,movie,04 Jun 2013,"$66,380,662",N/A,N/A,True,,
273,Percy Jackson: Sea of Monsters,2013,PG,07 Aug 2013,106 min,"Adventure, Family, Fantasy",Thor Freudenthal,"Marc Guggenheim, Rick Riordan","Logan Lerman, Alexandra Daddario, Brandon T. Jackson","In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters, to find the mythical Golden Fleece, all the while trying to stop an ancient evil from rising.",English,United States,3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BYmE4MThmY2UtNDYxOC00YmFkLTg1NGEtMTQ3YTFmZjdhZmRiXkEyXkFqcGdeQXVyNjA3MDQ1NzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,5.8,"115,322",tt1854564,movie,03 Dec 2013,"$68,559,554",N/A,N/A,True,,
274,Blue Jasmine,2013,PG-13,23 Aug 2013,98 min,"Comedy, Drama",Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard","A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",English,United States,Won 1 Oscar. 56 wins & 81 nominations total,https://m.media-amazon.com/images/M/MV5BMTc0ODk5MzEyMV5BMl5BanBnXkFtZTcwMzI0MDY1OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.3,"199,103",tt2334873,movie,21 Jan 2014,"$33,405,481",N/A,N/A,True,,
275,Nymphomaniac: Vol. II,2013,Not Rated,20 Mar 2014,124 min,Drama,Lars von Trier,Lars von Trier,"Charlotte Gainsbourg, Stellan Skarsgård, Willem Dafoe","The continuation of Joe's sexually dictated life delves into the darker aspects of her adulthood, obsessions and what led to her being in Seligman's care.",English,"Denmark, Germany, Belgium, United Kingdom, France, Sweden",14 wins & 29 nominations,https://m.media-amazon.com/images/M/MV5BODU2OTljNGYtNjIwMC00ZWIwLWE1NTEtNTk1ZDM5YWI5NzU2XkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.7,"90,487",tt2382009,movie,N/A,"$327,167",N/A,N/A,True,,
276,Safe Haven,2013,PG-13,14 Feb 2013,115 min,"Drama, Romance, Thriller",Lasse Hallström,"Dana Stevens, Gage Lansky, Nicholas Sparks","Julianne Hough, Josh Duhamel, Cobie Smulders","A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.","English, Portuguese",United States,3 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTg4MzcxODA3OV5BMl5BanBnXkFtZTcwMTYzNDkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,6.7,"108,770",tt1702439,movie,07 May 2013,"$71,349,120",N/A,N/A,True,,
