,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
318,"The Gangster, the Cop, the Devil",2019,Not Rated,15 May 2019,109 min,"Action, Crime, Thriller",Won-Tae Lee,Won-Tae Lee,"Ma Dong-seok, Kim Sungkyu, Mu-Yeol Kim",A crime boss teams up with a cop to track down a serial killer.,"Korean, English","South Korea, United States",1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BYTdjNDZmNjgtZTI2Mi00OWJkLWI3ODItNzA5YjQ4MTczMTdjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.9,"11,389",tt10208198,movie,01 Oct 2019,"$216,494",N/A,N/A,True,,
319,The Fanatic,2019,R,30 Aug 2019,88 min,"Crime, Thriller",Fred Durst,"Fred Durst, Dave Bekerman","John Travolta, Devon Sawa, Ana Golja",A rabid film fan stalks his favorite action hero and destroys the star's life.,"English, Spanish",United States,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BNmM4ZGM3MGItZjg3My00MDNlLWJhMDktZWFhNDNkNDJjOTA5XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '18/100'}]",18,4.1,"11,544",tt7869070,movie,06 Sep 2019,N/A,N/A,N/A,True,,
320,The Mustang,2019,R,04 Jun 2019,96 min,Drama,Laure de Clermont-Tonnerre,"Laure de Clermont-Tonnerre, Mona Fastvold, Brock Norman Brock","Matthias Schoenaerts, Jason Mitchell, Bruce Dern","While participating in a rehabilitation program training wild mustangs, a convict at first struggles to connect with the horses and his fellow inmates, but he learns to confront his violent past as he soothes an especially feisty hor",English,"France, Belgium",7 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BNDkwYzBjOTItYTFhZC00ZWZlLTg1YzYtZWU4ZGZhZWI0MmNkXkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,6.9,"12,074",tt5952594,movie,04 Jun 2019,"$5,043,620",N/A,N/A,True,,
321,Triple Threat,2019,R,29 Mar 2019,96 min,"Action, Thriller",Jesse V. Johnson,"Joey O'Bryan, Fangjin Song, Paul Staheli","Tony Jaa, Tiger Hu Chen, Iko Uwais","When a billionaire's daughter intent on bringing down a major crime syndicate is targeted by a group of professional assassins, a team of mercenaries must stop them before they kill her.","English, Mandarin, Thai","Thailand, China, United States",N/A,https://m.media-amazon.com/images/M/MV5BYTY1MjRhYmYtZDg4Yy00ZWRiLWIwYzktZThkY2E0YjZlNjgxXkEyXkFqcGdeQXVyMTc3MjY3NTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,5.6,"10,879",tt6643972,movie,14 May 2019,"$76,289",N/A,N/A,True,,
322,The Wandering Earth,2019,TV-MA,05 Feb 2019,125 min,"Action, Adventure, Sci-Fi",Frant Gwo,"Gong Geer, Junce Ye, Yan Dongxu","Jing Wu, Chuxiao Qu, Guangjie Li","As the sun is dying out, people all around the world build giant planet thrusters to move Earth out of its orbit and sail Earth to a new star system. Yet the 2500-year journey comes with unexpected dangers, and in order to save human","Mandarin, English, Russian, French, Japanese, Korean, Indonesian, Hindi, German",China,32 wins & 37 nominations,https://m.media-amazon.com/images/M/MV5BMjE2NzZlMGItMzA4OS00ZjRiLTk3NzItMDRkOGFlZmNhYzJkXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.0,"29,436",tt7605074,movie,05 May 2019,"$5,971,413",N/A,N/A,True,,
323,The Kid Who Would Be King,2019,PG,25 Jan 2019,120 min,"Action, Adventure, Family",Joe Cornish,Joe Cornish,"Louis Ashbourne Serkis, Denise Gough, Dean Chaumoo",A band of kids embark on an epic quest to thwart a medieval menace.,English,"United Kingdom, United States",2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjAxODM5NTkxNl5BMl5BanBnXkFtZTgwMTA0Mzc0NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.0,"16,126",tt6811018,movie,16 Apr 2019,"$16,790,790",N/A,N/A,True,,
324,Sunrise in Heaven,2019,Not Rated,09 Apr 2019,85 min,"Drama, Romance",Waymon Boone,"Dan Benamor, Jan Hurst","Caylee Cowan, Travis Burns, Corbin Bernsen","A true love story that spans a lifetime but eventually results in a painful loss of love. Jan is the daughter of an overly protective militant father, but that doesn't stop her from falling love with Steve, a young GI in the Air Forc",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTU2NmRjMTAtZjczYS00M2I5LThjOTctZmFmZjc0NjRmNWU1XkEyXkFqcGdeQXVyNzc3MDg1NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,"1,469",tt8801584,movie,09 Apr 2019,N/A,N/A,N/A,True,,
325,Missing Link,2019,PG,12 Apr 2019,93 min,"Animation, Adventure, Comedy",Chris Butler,Chris Butler,"Hugh Jackman, David Walliams, Stephen Fry","Mr. Link recruits explorer Sir Lionel Frost to help find his long-lost relatives in the fabled valley of Shangri-La. Along with adventurer Adelina Fortnight, this trio of explorers travel the world to help their new friend.","English, Spanish, Tibetan","Canada, United States",Nominated for 1 Oscar. 5 wins & 44 nominations total,https://m.media-amazon.com/images/M/MV5BMWFmNWZmZWYtMWM3OC00YTYyLWIxNDMtOTRjNzhiYWQ0MDIwXkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.7,"24,902",tt6348138,movie,09 Jul 2019,"$16,649,539",N/A,N/A,True,,
326,Breakthrough,2019,PG,17 Apr 2019,116 min,"Biography, Drama",Roxann Dawson,"Joyce Smith, Grant Nieporte","Marcel Ruiz, Topher Grace, Sarah Constible","When her 14-year-old son drowns in a lake, a faithful mother prays for him to come back from the brink of death and be healed.",English,United States,Nominated for 1 Oscar. 2 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BYmI4OTk2NWItZmE4My00NTJiLTkxMDMtZWFlNjg5ZTk3MGY2XkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.3,"9,347",tt7083526,movie,02 Jul 2019,"$40,713,082",N/A,N/A,True,,
327,Poms,2019,PG-13,10 May 2019,90 min,"Comedy, Drama, Sport",Zara Hayes,"Zara Hayes, Shane Atkinson","Diane Keaton, Jacki Weaver, Celia Weston","POMS is a comedy about a group of women who form a cheer leading squad at their retirement community, proving that you're never too old to 'bring it!'",English,"United Kingdom, United States",2 nominations,https://m.media-amazon.com/images/M/MV5BMTk0ZmYwZjgtZWEwZi00MWEyLWFkZmItOTUzMmU5Y2Q5YTFjXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,6.1,"5,818",tt5125894,movie,23 Jul 2019,"$13,631,124",N/A,N/A,True,,
328,Little Miss Sunshine,2006,R,18 Aug 2006,101 min,"Comedy, Drama","Jonathan Dayton, Valerie Faris",Michael Arndt,"Steve Carell, Toni Collette, Greg Kinnear",A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,English,United States,Won 2 Oscars. 72 wins & 112 nominations total,https://m.media-amazon.com/images/M/MV5BMTgzNTgzODU0NV5BMl5BanBnXkFtZTcwMjEyMjMzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.8,"459,782",tt0449059,movie,19 Dec 2006,"$59,891,098",N/A,N/A,True,,
329,The Prodigy,2019,R,08 Feb 2019,92 min,"Fantasy, Horror, Mystery",Nicholas McCarthy,Jeff Buhler,"Taylor Schilling, Jackson Robert Scott, Peter Mooney",A mother concerned about her young son's disturbing behavior thinks something supernatural may be affecting him.,English,"United States, Canada",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BYTQxNTMwMmUtMWRkYi00MTRmLTgyYWItYTYwNGZkMWZmMzQ2XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,5.9,"25,522",tt4504044,movie,07 May 2019,"$14,856,291",N/A,N/A,True,,
330,Ne Zha,2019,Not Rated,26 Jul 2019,110 min,"Animation, Action, Adventure",Yu Yang,"Yu Yang, Yunyun Wei","Yanting Lü, Joseph, Mo Han","Born with unique powers, a boy is recruited to fight demons and save the community that fears him.","Mandarin, English",China,20 wins & 24 nominations,https://m.media-amazon.com/images/M/MV5BY2FhOGU2ZTAtODQ0ZS00MWVlLWFiMWYtYmIyYjk5NTRhZTVmXkEyXkFqcGdeQXVyOTE4NzcwNzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,7.5,"7,151",tt10627720,movie,25 Feb 2020,"$3,695,533",N/A,N/A,True,,
331,Storm Boy,2019,PG,05 Apr 2019,99 min,"Drama, Family",Shawn Seet,"Justin Monjo, Colin Thiele","Finn Little, Jai Courtney, Geoffrey Rush","When Michael Kingley, a successful retired businessman starts to see images from his past that he can't explain, he's forced to remember his childhood and how, as a boy, he rescued and raised an extraordinary orphaned pelican, Mr Per","English, Aboriginal",Australia,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BOGQzOTRlMTUtZTM4ZS00OTkwLWIxZTMtMDcyYmQ1YWNmMGMyXkEyXkFqcGdeQXVyMTI4Mjg4MjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.9,"3,422",tt3340446,movie,02 Jul 2019,"$71,760",N/A,N/A,True,,
332,Gully Boy,2019,Not Rated,14 Feb 2019,154 min,"Drama, Music, Romance",Zoya Akhtar,"Zoya Akhtar, Reema Kagti, Vijay Maurya","Ranveer Singh, Alia Bhatt, Siddhant Chaturvedi",A coming-of-age story based on the lives of street rappers in Mumbai.,"Hindi, English",India,64 wins & 41 nominations,https://m.media-amazon.com/images/M/MV5BZDkzMTQ1YTMtMWY4Ny00MzExLTkzYzEtNzZhOTczNzU2NTU1XkEyXkFqcGdeQXVyODY3NjMyMDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.9,"36,781",tt2395469,movie,18 Apr 2019,"$5,566,534",N/A,N/A,True,,
333,Crypto,2019,R,12 Apr 2019,105 min,"Crime, Drama, Thriller",John Stalberg Jr.,"Carlyle Eubank, David Frigerio, Jeff Ingber","Beau Knapp, Luke Hemsworth, Jill Hennessy","Demoted back to his hometown, a young Wall Street banker is drawn into investigating a tangled web of corruption and fraud in Upstate New York, affecting both his personal life and business career.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BN2I3YjljOTMtNTg0Ny00NDdhLTlkODUtMzEwMzMwZWNkZTIwXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}]",N/A,5.3,"5,245",tt8563452,movie,12 Apr 2019,N/A,N/A,N/A,True,,
334,Overcomer,2019,PG,23 Aug 2019,119 min,"Drama, Family, Sport",Alex Kendrick,"Alex Kendrick, Stephen Kendrick","Alex Kendrick, Priscilla C. Shirer, Cameron Arnett",A high-school basketball coach is asked to take over the cross-country program where he encounters a troubled teen.,English,United States,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BZmU5ZGViNzQtYjE1NC00NzkxLThkZmEtNmI1MjYyZTkzYjkxXkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '17/100'}]",17,6.7,"4,563",tt8186318,movie,27 Aug 2019,"$34,746,945",N/A,N/A,True,,
335,Ms. Purple,2019,N/A,06 Sep 2019,87 min,Drama,Justin Chon,"Justin Chon, Chris Dinh","Octavio Pisano, Courtney Bandeko, Jake Choi",A young woman who works as a karaoke hostess in Koreatown reconnects with her estranged brother in the final days of their father's life.,English,United States,3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BNzNkNjE0NzQtNTViZC00MmEwLThlOWYtNDhiZDMxZDhiYWMzXkEyXkFqcGdeQXVyMjQ0NzcxNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.3,592,tt7983890,movie,17 Nov 2019,"$80,657",N/A,N/A,True,,
336,A Madea Family Funeral,2019,PG-13,01 Mar 2019,109 min,"Comedy, Drama",Tyler Perry,Tyler Perry,"Tyler Perry, Cassi Davis, Patrice Lovely","A joyous family reunion becomes a hilarious nightmare as Madea and the crew travel to backwoods Georgia, where they find themselves unexpectedly planning a funeral that might unveil unsavory family secrets.",English,United States,7 nominations,https://m.media-amazon.com/images/M/MV5BYTExYTc3YTMtMDY2YS00YTFhLTgwODEtNWQ2MmMzOGZhNTU5XkEyXkFqcGdeQXVyNDExODY2MjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,4.5,"4,260",tt7054636,movie,04 Jun 2019,"$73,257,045",N/A,N/A,True,,
337,Run with the Hunted,2019,Not Rated,26 Jun 2020,93 min,"Crime, Drama, Thriller",John Swab,John Swab,"Ron Perlman, Michael Pitt, Mark Boone Junior","Oscar, a young boy, defends his best friend, Loux, and kills her abusive father in the process, forcing him to run away from his rural hometown. His innocence slips away as he is introduced to love, crime and corruption.",N/A,United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BNzhmNzAwYzAtMWFjNy00ZWQxLWJiMWYtYTJhMWUwNTVmY2NiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,5.1,"5,865",tt6345894,movie,N/A,"$11,258",N/A,N/A,True,,
338,Extreme Job,2019,Not Rated,21 Jun 2019,111 min,"Action, Comedy, Crime",Byeong-heon Lee,Se-yeong Bae,"Lee Dong-yong, Myoung Gong, Shin Ha-kyun","A police undercover operation takes a delicious, unexpected turn.","Korean, Mandarin",South Korea,10 wins & 27 nominations,https://m.media-amazon.com/images/M/MV5BMWE2ZmI5NjEtMzQ5Zi00Zjk4LWFiODItOTRkNjMwYTY1YWNlXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}]",N/A,7.1,"9,181",tt9541602,movie,12 Jun 2019,"$1,565,885",N/A,N/A,True,,
339,The Tomorrow Man,2019,PG-13,02 Aug 2019,94 min,"Drama, Romance",Noble Jones,Noble Jones,"John Lithgow, Blythe Danner, Derek Cecil",Ed Hemsler spends his life preparing for a disaster that may never come. Ronnie Meisner spends her life shopping for things she may never use. These two people will try to find love.,English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BZWQwOGRmZDEtNjRmNC00ZWY2LTg0MmItZGQ2YjU0MmYyODQzXkEyXkFqcGdeQXVyNDY2MjcyOTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,5.8,"1,724",tt8769848,movie,20 Aug 2019,"$354,103",N/A,N/A,True,,
340,The Sun Is also a Star,2019,PG-13,17 May 2019,100 min,"Drama, Music, Romance",Ry Russo-Young,"Tracy Oliver, Nicola Yoon","Yara Shahidi, Anais Lee, Charles Melton",A hopeless romantic ambivalent about his future in medical school falls for a hard-luck young woman who doesn't believe in love.,"English, Korean",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMDhiNzUzYTItMWFjYS00ZDUwLWIxNTItMTlmMzAxZjNmMTJkXkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,5.9,"7,082",tt6423362,movie,30 Jul 2019,"$4,950,029",N/A,N/A,True,,
341,"Faith, Hope & Love",2019,PG,04 Feb 2020,106 min,"Comedy, Romance","J.J. Englert, Robert Krantz",Robert Krantz,"Peta Murgatroyd, Robert Krantz, Michael Richards","Recent divorcee Faith enters a dance contest to save her dance studio, where she meets Jimmy Hope and rediscovers her faith and dreams.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BOTRlM2YwYWUtOWI1MC00OTc3LTgwOTgtYjJkZmNiYTExNDJhXkEyXkFqcGdeQXVyMzI2MzMzMA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,6.2,902,tt8310924,movie,04 Feb 2020,"$210,091",N/A,N/A,True,,
342,Kalank,2019,Not Rated,17 Apr 2019,166 min,"Drama, Romance",Abhishek Varman,"Shibani Bathija, Hussain Dalal, Abhishek Varman","Varun Dhawan, Alia Bhatt, Madhuri Dixit","The lives of six enigmatic characters become entangled whilst in search of love, but separated by the dichotomy between the two worlds of Husnabad, a town in North India.",Hindi,India,12 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BYTg4NWEyMjMtNTM2MS00M2I4LWFjOTQtMDRjNjc0ODI3NmY4XkEyXkFqcGdeQXVyOTc1MDE5NzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}]",N/A,3.5,"16,146",tt6988116,movie,01 Jul 2019,"$2,729,336",N/A,N/A,True,,
343,Sonchiriya,2019,Not Rated,01 Mar 2019,143 min,"Action, Crime, Drama",Abhishek Chaubey,"Sudip Sharma, Abhishek Chaubey","Sushant Singh Rajput, Bhumi Pednekar, Ashutosh Rana","Set in the Chambal valley, the film follows the story of a legion of dreaded, warring dacoits who once terrorized the Indian heartlands.",Hindi,India,5 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BY2YyZmI2NGQtNzNjOS00MTY1LTkxNWEtNzg0YWYzOGZiMzcyXkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,8.1,"11,374",tt8108200,movie,N/A,"$86,765",N/A,N/A,True,,
344,Mission Mangal,2019,Not Rated,15 Aug 2019,130 min,"Drama, History",Jagan Shakti,"R. Balki, Saketh Kondiparthi, Jagan Shakti","Akshay Kumar, Vidya Balan, Taapsee Pannu","Based on true events of the Indian Space Research Organisation (ISRO) successfully launching the Mars Orbiter Mission (Mangalyaan), making it the least expensive mission to Mars.",Hindi,India,2 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BZThmMWFlOWYtY2M0YS00OWIxLWI4MzgtYTJhMDNkZDY4ZjhjXkEyXkFqcGdeQXVyNzc4NzEzNjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",N/A,6.5,"14,578",tt9248972,movie,24 Nov 2019,"$3,659,413",N/A,N/A,True,,
345,K-12,2019,TV-MA,05 Sep 2019,96 min,"Fantasy, Horror, Musical","Melanie Martinez, Alissa Torvinen",Melanie Martinez,"Melanie Martinez, Emma Harvey, Megan Gage",A brave-hearted girl and her charming best friend make a bewitching pair as they embark on a mission to take down the oppressive schooling system of K-12.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDkwOTk0YjctNGJmMS00OWRhLWI3NmEtYWRlMzBhYzVlYjEwXkEyXkFqcGdeQXVyMTY3MjQ4NTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,"2,771",tt10521814,movie,06 Sep 2019,"$303,230",N/A,N/A,True,,
346,Batla House,2019,Not Rated,15 Aug 2019,146 min,"Action, Crime, Drama",Nikkhil Advani,Ritesh Shah,"John Abraham, Nora Fatehi, Mrunal Thakur","In 2008, a violent shootout with terror suspects leaves one police officer struggling to hunt down the fugitives and justify the police action.",Hindi,India,1 nomination,https://m.media-amazon.com/images/M/MV5BZmI4M2I1NWYtM2MwNS00NDJmLThhMmMtNDk1MzM4ZWQyMDZmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}]",N/A,7.2,"11,044",tt8869978,movie,21 Oct 2019,"$493,180",N/A,N/A,True,,
347,Saaho,2019,Not Rated,30 Aug 2019,170 min,"Action, Thriller",Sujeeth,"Sujeeth, K.G.R Ashok, Abbas Dalal","Prabhas, Shraddha Kapoor, Jackie Shroff","An undercover cop becomes embroiled in a battle with warring criminals who want to acquire a ""black box,"" their ultimate key to a treasure.",Telugu,India,2 wins,https://m.media-amazon.com/images/M/MV5BNDExZjFiYjItMmM3OS00OGUxLTliMTctMzFhZDkzMmFhMzY1XkEyXkFqcGdeQXVyMTA1NTAyMjAw._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}]",N/A,5.3,"17,883",tt6836936,movie,21 Oct 2019,"$2,872,057",N/A,N/A,True,,
348,Exit,2019–,TV-MA,27 Sep 2019,30 min,Drama,N/A,N/A,"Agnes Kittelsen, Simon J. Berger, Tobias Santelmann",A dark drama series based on true stories from Norway's financial scene.,Norwegian,Norway,4 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BZmJhNTdhMDgtNGQ5Ni00ZmY1LWIzYzMtN2JhMmVhOGZhNzVmXkEyXkFqcGdeQXVyMTI5NjYwNDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"8,827",tt9612102,series,,,,,True,,2
349,Cliffs of Freedom,2019,R,22 Mar 2019,137 min,Drama,Van Ling,"Van Ling, Marianne Metropoulos, Kevin Bernhardt","Tania Raymonde, Jan Uddin, Raza Jaffrey","Inspired by historical events, CLIFFS OF FREEDOM is a timeless and romantic story of bravery and faith between a Greek village girl and a Turkish Ottoman Colonel during the dawn of the Greek War for Independence.","Greek, English",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMGMxMDE3NjctZjUyMi00NTlkLWE2ZDgtOGVkMGVlYjgxNDQ3XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,574,tt2275629,movie,N/A,"$72,476",N/A,N/A,True,,
350,Them That Follow,2019,R,02 Aug 2019,98 min,"Drama, Thriller","Britt Poulton, Dan Madison Savage","Britt Poulton, Dan Madison Savage","Olivia Colman, Kaitlyn Dever, Alice Englert","Set deep in the wilds of Appalachia, where believers handle death-dealing snakes to prove themselves before God, a pastor's daughter holds a secret that threatens to tear her community apart.",English,United States,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BNmJkYzIzNzQtMWY4My00ZDVhLTg2MjAtMDgyYjg3OGI1MDkzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,5.4,"3,209",tt7313348,movie,07 Sep 2019,"$159,218",N/A,N/A,True,,
351,Unplanned,2019,R,29 Mar 2019,109 min,"Biography, Drama","Chuck Konzelman, Cary Solomon","Abby Johnson, Chuck Konzelman, Cary Solomon","Ashley Bratcher, Brooks Ryan, Robia Scott","All Abby Johnson ever wanted to do was help women. As one of the youngest Planned Parenthood clinic directors in the nation, she believed in a woman's right to choose. Until the day she saw something that changed everything.",English,United States,6 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BZjBiZjEwNDUtNGIzOS00NTI3LWI5OGMtZDZjMjZhZGNhZDhkXkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '10/100'}]",10,5.9,"13,623",tt9024106,movie,13 Aug 2019,"$19,005,109",N/A,N/A,True,,
352,Student of the Year 2,2019,Not Rated,10 May 2019,146 min,"Action, Comedy, Drama",Punit Malhotra,"Arshad Syed, Karan Johar","Tiger Shroff, Ananya Panday, Tara Sutaria","A student must face off against bullies and overcome hurdles, both academic and romantic, to win his college's coveted Student of the Year trophy.",Hindi,India,4 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BNmFiNjRlODUtNjRiZi00ZDQ0LTk3ZDItZDhjNmU5N2RkNGNjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}]",N/A,2.2,"20,697",tt7255568,movie,27 Aug 2019,"$778,566",N/A,N/A,True,,
