,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons,Error
299,Killer Elite,2011,R,23 Sep 2011,116 min,"Action, Crime, Thriller",Gary McKendry,"Matt Sherring, Ranulph Fiennes","Jason Statham, Clive Owen, Robert De Niro","When his mentor is taken captive by a disgraced Arab sheik, a killer-for-hire is forced into action. His mission: kill three members of Britain's elite Special Air Service responsible for the death of his sons.","English, Arabic, French, Spanish","United Kingdom, Australia",2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTc4MDAxMjAzNV5BMl5BanBnXkFtZTcwNTY3ODg3NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.4,"127,858",tt1448755,movie,10 Jan 2012,"$25,124,966",N/A,N/A,True,,
300,Shark Night,2011,PG-13,02 Sep 2011,90 min,"Horror, Thriller",David R. Ellis,"Will Hayes, Jesse Studenberg","Sara Paxton, Dustin Milligan, Chris Carmack",A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to shark attacks.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BYjIwMDBlODEtZGRkMy00YTFiLWE5NDgtZGExODI2ZmIwZTQzXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",22,4.0,"25,728",tt1633356,movie,03 Jan 2012,"$18,877,153",N/A,N/A,True,,
301,J. Edgar,2011,R,11 Nov 2011,137 min,"Biography, Drama, Romance",Clint Eastwood,Dustin Lance Black,"Leonardo DiCaprio, Armie Hammer, Naomi Watts","J. Edgar Hoover, powerful head of the F.B.I. for nearly fifty years, looks back on his professional and personal life.",English,United States,5 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BMTc0NDM4ODU2Nl5BMl5BanBnXkFtZTcwNzQ0NTg4Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.5,"126,719",tt1616195,movie,21 Feb 2012,"$37,306,030",N/A,N/A,True,,
302,Dream House,2011,PG-13,30 Sep 2011,92 min,"Drama, Mystery, Thriller",Jim Sheridan,David Loucka,"Daniel Craig, Rachel Weisz, Naomi Watts","Soon after moving into their seemingly idyllic new home, a family learns of a brutal crime committed against former residents of the dwelling.",English,"United States, Canada",2 nominations,https://m.media-amazon.com/images/M/MV5BOTMwYmU5ZjEtZmM3ZC00N2Q3LWIzMWUtODVhODE4Nzc4YzhkXkEyXkFqcGdeQXVyMTExNzQ3MzAw._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,6.0,"65,901",tt1462041,movie,31 Jan 2012,"$21,302,340",N/A,N/A,True,,
303,Haywire,2011,R,20 Jan 2012,93 min,"Action, Drama, Thriller",Steven Soderbergh,Lem Dobbs,"Gina Carano, Ewan McGregor, Michael Fassbender",A black ops super soldier seeks payback after she is betrayed and set up during a mission.,"English, Spanish","Ireland, United States",7 nominations,https://m.media-amazon.com/images/M/MV5BMjI2MjIxOTUwN15BMl5BanBnXkFtZTcwNDM5NjcxNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,5.8,"86,180",tt1506999,movie,01 May 2012,"$18,942,396",N/A,N/A,True,,
304,A Dangerous Method,2011,R,10 Nov 2011,99 min,"Biography, Drama, Romance",David Cronenberg,"Christopher Hampton, John Kerr","Michael Fassbender, Keira Knightley, Viggo Mortensen",A look at how the intense relationship between Carl Jung and Sigmund Freud gives birth to psychoanalysis.,English,"United Kingdom, Germany, Canada, United States",18 wins & 28 nominations,https://m.media-amazon.com/images/M/MV5BMTU5Mjk3NjgxMl5BMl5BanBnXkFtZTcwMDM5MjA5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,6.4,"101,838",tt1571222,movie,13 Mar 2012,"$5,704,709",N/A,N/A,True,,
305,The Muppets,2011,PG,23 Nov 2011,103 min,"Adventure, Comedy, Family",James Bobin,"Jason Segel, Nicholas Stoller, Jim Henson","Amy Adams, Jason Segel, Chris Cooper",A Muppet fanatic with some help from his 2 human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.,English,"United States, United Kingdom, France",Won 1 Oscar. 17 wins & 43 nominations total,https://m.media-amazon.com/images/M/MV5BMjE0MTM4NTc3NF5BMl5BanBnXkFtZTcwMjYzOTIxNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.1,"90,642",tt1204342,movie,20 Mar 2012,"$88,631,237",N/A,N/A,True,,
306,The Smurfs,2011,PG,29 Jul 2011,103 min,"Animation, Adventure, Comedy",Raja Gosnell,"J. David Stem, David N. Weiss, Jay Scherick","Hank Azaria, Katy Perry, Jonathan Winters","When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world into New York City.",English,"United States, Belgium, Canada",2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BNDUyMmFiYTctZDcyYS00OGY4LTk1ZmYtZjBmODBlZTc1NjU4XkEyXkFqcGdeQXVyNTk1MTAyODc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,5.4,"88,044",tt0472181,movie,21 Sep 2011,"$142,614,158",N/A,N/A,True,,
307,The Ides of March,2011,R,07 Oct 2011,101 min,"Drama, Thriller",George Clooney,"George Clooney, Grant Heslov, Beau Willimon","Paul Giamatti, George Clooney, Philip Seymour Hoffman",An idealistic staffer for a new presidential candidate gets a crash course on dirty politics during his stint on the campaign trail.,English,United States,Nominated for 1 Oscar. 9 wins & 36 nominations total,https://m.media-amazon.com/images/M/MV5BNTU4MjkzNTY0OF5BMl5BanBnXkFtZTcwNDI5ODIxNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.1,"220,434",tt1124035,movie,17 Jan 2012,"$40,962,534",N/A,N/A,True,,
308,Fright Night,2011,R,19 Aug 2011,106 min,"Comedy, Horror",Craig Gillespie,"Marti Noxon, Tom Holland","Anton Yelchin, Colin Farrell, David Tennant","When a nice new neighbor moves in next door, Charley discovers that he is an ancient vampire who preys on the community. Can he save his neighborhood from the creature with the help of the famous ""vampire killer"", Peter Vincent?",English,United States,2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTU2MDc0NDY0M15BMl5BanBnXkFtZTcwOTgzMTYyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.4,"103,957",tt1438176,movie,07 Oct 2008,"$18,302,607",N/A,N/A,True,,
309,Soul Surfer,2011,PG,08 Apr 2011,112 min,"Biography, Drama, Family",Sean McNamara,"Sean McNamara, Deborah Schwartz, Douglas Schwartz","AnnaSophia Robb, Dennis Quaid, Helen Hunt",Teenage surfer Bethany Hamilton overcomes the odds and her own fears of returning to the water after losing her left arm in a shark attack.,English,United States,2 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BMTU2MDg0OTYyM15BMl5BanBnXkFtZTcwMjg5MjY0NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,7.0,"48,381",tt1596346,movie,02 Aug 2011,"$43,853,424",N/A,N/A,True,,
310,The Artist,2011,PG-13,20 Jan 2012,100 min,"Comedy, Drama, Romance",Michel Hazanavicius,Michel Hazanavicius,"Jean Dujardin, Bérénice Bejo, John Goodman",An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.,English,"France, Belgium, United States",Won 5 Oscars. 162 wins & 204 nominations total,https://m.media-amazon.com/images/M/MV5BMDUyZWU5N2UtOWFlMy00MTI0LTk0ZDYtMzFhNjljODBhZDA5XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,7.9,"237,714",tt1655442,movie,24 Apr 2012,"$44,671,682",N/A,N/A,True,,
311,Water for Elephants,2011,PG-13,22 Apr 2011,120 min,"Drama, Romance",Francis Lawrence,"Richard LaGravenese, Sara Gruen","Robert Pattinson, Reese Witherspoon, Christoph Waltz","Set in the 1930s, a former veterinary student takes a job in a travelling circus and falls in love with the ringmaster's wife.","English, Polish",United States,3 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BMTQzMDU3NDEwN15BMl5BanBnXkFtZTcwMTI3MDU0NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.9,"114,629",tt1067583,movie,01 Nov 2011,"$58,709,717",N/A,N/A,True,,
312,"Oslo, August 31st",2011,Not Rated,31 Aug 2011,95 min,Drama,Joachim Trier,"Pierre Drieu La Rochelle, Joachim Trier, Eskil Vogt","Anders Danielsen Lie, Hans Olav Brenner, Ingrid Olava","One day in the life of Anders, a young recovering drug addict, who takes a brief leave from his treatment center to interview for a job and catch up with old friends in Oslo.","Norwegian, English","Norway, Denmark, Sweden",19 wins & 20 nominations,https://m.media-amazon.com/images/M/MV5BMTM5ODEwOTM0OV5BMl5BanBnXkFtZTcwOTQ3NzI3Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.6,"21,851",tt1736633,movie,18 Sep 2012,"$101,475",N/A,N/A,True,,
313,The Snowtown Murders,2011,Not Rated,19 May 2011,119 min,"Biography, Crime, Drama",Justin Kurzel,"Shaun Grant, Justin Kurzel, Debi Marshall","Lucas Pittaway, Daniel Henshall, Louise Harris","Based on true events, 16 year-old Jamie falls in with his mother's new boyfriend and his crowd of self-appointed neighborhood watchmen, a relationship that leads to a spree of torture and murder.",English,Australia,23 wins & 23 nominations,https://m.media-amazon.com/images/M/MV5BMTM1NTE3MjkxM15BMl5BanBnXkFtZTcwMjE1Nzg4NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.6,"18,335",tt1680114,movie,14 Aug 2012,"$8,452",N/A,N/A,True,,
314,Something Borrowed,2011,PG-13,06 May 2011,112 min,"Comedy, Drama, Romance",Luke Greenfield,"Jennie Snyder Urman, Emily Giffin","Ginnifer Goodwin, Kate Hudson, Colin Egglesfield","Friendships are tested and secrets come to the surface when terminally single Rachel falls for Dex, her best friend Darcy's fiancé.",English,United States,5 nominations,https://m.media-amazon.com/images/M/MV5BNzczNzMzODk0Nl5BMl5BanBnXkFtZTcwMjgwMjI0NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,5.9,"61,167",tt0491152,movie,16 Aug 2011,"$39,046,489",N/A,N/A,True,,
315,,,,,,,,,,,,,,,,,,,,,,,,,False,,Movie not found!
316,Priest,2011,PG-13,13 May 2011,87 min,"Action, Adventure, Fantasy",Scott Stewart,"Cory Goodman, Min-Woo Hyung","Paul Bettany, Cam Gigandet, Maggie Q",A priest disobeys church law to track down the vampires who kidnapped his niece.,English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMTQ1MTAwODc3OV5BMl5BanBnXkFtZTcwNzI0MDQ3NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,5.7,"118,568",tt0822847,movie,16 Aug 2011,"$29,137,000",N/A,N/A,True,,
317,Johnny English Reborn,2011,PG,21 Oct 2011,101 min,"Action, Adventure, Comedy",Oliver Parker,"Hamish McColl, William Davies, Neal Purvis","Rowan Atkinson, Rosamund Pike, Dominic West",Johnny English goes up against international assassins hunting down Chinese Premier Xiang Ping.,"English, Mandarin, Swiss German, Cantonese, Russian","United Kingdom, France, United States",4 nominations,https://m.media-amazon.com/images/M/MV5BMjEzODY2MjU1Nl5BMl5BanBnXkFtZTcwMzc1ODUzNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.3,"126,993",tt1634122,movie,14 Feb 2012,"$8,305,970",N/A,N/A,True,,
318,The Inbetweeners,2008–2010,TV-14,25 Jan 2010,25 min,Comedy,N/A,N/A,"Simon Bird, James Buckley, Blake Harrison",Follows four friends and their antics during their final years of school.,English,United Kingdom,Won 1 BAFTA Film Award13 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BMmFlZjEyZjItODJkZS00MWU3LTg0MDMtZjRiYTFhNDE4ODRjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"84,775",tt1220617,series,,,,,True,3,
319,Bucky Larson: Born to Be a Star,2011,R,09 Sep 2011,97 min,Comedy,Tom Brady,"Adam Sandler, Allen Covert, Nick Swardson","Nick Swardson, Don Johnson, Christina Ricci","A kid from the Midwest moves out to Hollywood in order to follow in his parents footsteps, and become a porn star.",English,United States,1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BMjIzMjY4MTk2M15BMl5BanBnXkFtZTcwNzQ3ODg3NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '3%'}, {'Source': 'Metacritic', 'Value': '9/100'}]",9,3.2,"11,895",tt1411664,movie,17 Jan 2012,"$2,529,395",N/A,N/A,True,,
320,Diary of a Wimpy Kid: Rodrick Rules,2011,PG,25 Mar 2011,99 min,"Comedy, Family",David Bowers,"Gabe Sachs, Jeff Judah, Jeff Kinney","Zachary Gordon, Devon Bostick, Robert Capron","Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",English,United States,2 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTcxNDYwOTEzMl5BMl5BanBnXkFtZTcwOTA3MzY3NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.6,"29,651",tt1650043,movie,11 Jun 2011,"$52,698,535",N/A,N/A,True,,
321,Kill List,2011,Not Rated,02 Sep 2011,95 min,"Action, Crime, Horror",Ben Wheatley,"Ben Wheatley, Amy Jump","Neil Maskell, MyAnna Buring, Harry Simpson","Nearly a year after a botched job, a hitman takes a new assignment with the promise of a big payoff for three killings. What starts off as an easy task soon unravels, sending the killer into the heart of darkness.","English, Swedish",United Kingdom,3 wins & 18 nominations,https://m.media-amazon.com/images/M/MV5BNzM3NzU2NzUzMV5BMl5BanBnXkFtZTcwNjY2OTUxNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.4,"39,532",tt1788391,movie,14 Aug 2012,"$29,063",N/A,N/A,True,,
322,Carnage,2011,R,18 Nov 2011,80 min,"Comedy, Drama",Roman Polanski,"Yasmina Reza, Michael Katims, Roman Polanski","Jodie Foster, Kate Winslet, Christoph Waltz","Two pairs of parents hold a cordial meeting after their sons are involved in a fight, though as their time together progresses, increasingly childish behavior throws the discussion into chaos.",English,"France, Germany, Poland, Spain, United States",7 wins & 20 nominations,https://m.media-amazon.com/images/M/MV5BOGE3ZWZkMTAtMjc4Ny00YTgyLTliZTQtOGVlNzNhZjU5NTkzXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,7.2,"124,790",tt1692486,movie,20 Mar 2012,"$2,547,047",N/A,N/A,True,,
323,Attack the Block,2011,R,13 May 2011,88 min,"Action, Adventure, Comedy",Joe Cornish,Joe Cornish,"John Boyega, Jodie Whittaker, Alex Esmail",A teen gang in South London defend their block from an alien invasion.,English,United Kingdom,Nominated for 1 BAFTA Film Award19 wins & 39 nominations total,https://m.media-amazon.com/images/M/MV5BMjAzNjc1MjgzOF5BMl5BanBnXkFtZTcwMzE3Njk5NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.7,"104,954",tt1478964,movie,25 Oct 2011,"$1,024,175",N/A,N/A,True,,
324,The Guard,2011,R,07 Jul 2011,96 min,"Comedy, Crime, Thriller",John Michael McDonagh,John Michael McDonagh,"Brendan Gleeson, Don Cheadle, Mark Strong",An unorthodox Irish policeman with a confrontational personality is partnered with an up-tight F.B.I. agent to investigate an international drug-smuggling ring.,"English, Irish Gaelic",Ireland,Nominated for 1 BAFTA Film Award17 wins & 29 nominations total,https://m.media-amazon.com/images/M/MV5BMTY2ODkzMDgwM15BMl5BanBnXkFtZTcwMDA1Mjg1OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.3,"84,868",tt1540133,movie,03 Jan 2012,"$5,360,274",N/A,N/A,True,,
325,Young Adult,2011,R,16 Dec 2011,94 min,"Comedy, Drama",Jason Reitman,Diablo Cody,"Charlize Theron, Patrick Wilson, Patton Oswalt","Soon after her divorce, a fiction writer returns to her home in small-town Minnesota, looking to rekindle a romance with her ex-boyfriend, who is now happily married and has a newborn daughter.",English,United States,3 wins & 33 nominations,https://m.media-amazon.com/images/M/MV5BMTc4NzgyMjQwMV5BMl5BanBnXkFtZTcwNjMxODcwNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.3,"83,264",tt1625346,movie,13 Mar 2012,"$16,311,571",N/A,N/A,True,,
326,The Devil's Double,2011,R,08 Sep 2011,109 min,"Biography, Drama, Thriller",Lee Tamahori,"Michael Thomas, Latif Yahia, Emjay Rechsteiner","Dominic Cooper, Ludivine Sagnier, Raad Rawi","A chilling vision of the house of Saddam. The world of Hussein comes to life through the eyes of the man who was given a choice; either be the double for Saddam's sadistic son, or die.",English,"Belgium, Netherlands",4 nominations,https://m.media-amazon.com/images/M/MV5BMjI2MjA3MTQ0N15BMl5BanBnXkFtZTcwNjc4NDYwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,7.1,"61,633",tt1270262,movie,22 Nov 2011,"$1,361,512",N/A,N/A,True,,
327,Another Earth,2011,PG-13,12 Oct 2011,92 min,"Drama, Romance, Sci-Fi",Mike Cahill,"Mike Cahill, Brit Marling","Brit Marling, William Mapother, Matthew-Lee Erlbach","On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.",English,United States,7 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BMTAzNTIzMjkxNjJeQTJeQWpwZ15BbWU3MDEwNDQ2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.9,"94,157",tt1549572,movie,29 Nov 2011,"$1,321,194",N/A,N/A,True,,
328,Perfect Sense,2011,R,07 Oct 2011,92 min,"Drama, Romance, Sci-Fi",David Mackenzie,Kim Fupz Aakeson,"Ewan McGregor, Eva Green, Lauren Tempany",A chef and a scientist fall in love as an epidemic begins to rob people of their sensory perceptions.,"English, Sign ","United Kingdom, Sweden, Denmark, Ireland",3 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTk3MjYwMjkzOF5BMl5BanBnXkFtZTcwMTE1NjIxNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,7.1,"59,091",tt1439572,movie,22 May 2012,"$2,959",N/A,N/A,True,,
329,Like Crazy,2011,PG-13,27 Jan 2012,86 min,"Drama, Romance",Drake Doremus,"Drake Doremus, Ben York Jones","Felicity Jones, Anton Yelchin, Jennifer Lawrence","A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.",English,United States,9 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMjAzOTgyOTU4OF5BMl5BanBnXkFtZTcwNDYxMjcxNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.7,"61,114",tt1758692,movie,06 Mar 2012,"$3,395,391",N/A,N/A,True,,
330,What's Your Number?,2011,R,30 Sep 2011,106 min,"Comedy, Romance",Mark Mylod,"Karyn Bosnak, Gabrielle Allan, Jennifer Crittenden","Anna Faris, Chris Evans, Ari Graynor",A woman looks back at the past nineteen men she's had relationships with in her life and wonders if one of them might be her one true love.,English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMjIzNTc2MTgwNV5BMl5BanBnXkFtZTcwMzYzMzgxNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,6.1,"77,916",tt0770703,movie,10 Jan 2012,"$14,011,084",N/A,N/A,True,,
331,Detachment,2011,Not Rated,01 Feb 2012,98 min,Drama,Tony Kaye,Carl Lund,"Adrien Brody, Christina Hendricks, Marcia Gay Harden",A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.,English,United States,8 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTM3NzQzMDA5Ml5BMl5BanBnXkFtZTcwODA5NTcyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,7.7,"81,859",tt1683526,movie,24 Jul 2012,"$72,689",N/A,N/A,True,,
332,Gnomeo & Juliet,2011,G,11 Feb 2011,84 min,"Animation, Adventure, Comedy",Kelly Asbury,"Rob Sprackling, Johnny Smith, Andy Riley","James McAvoy, Emily Blunt, Maggie Smith","Separated by a garden fence and a feud, are blue gnomes on one side and red gnomes on the other. This doesn't stop blue Gnomeo and red Juliet from falling in love with each other. Do they have a future together?","English, Japanese, Spanish, German","United Kingdom, United States, Canada, Ireland",1 win & 12 nominations,https://m.media-amazon.com/images/M/MV5BZDhlYjk1YzQtZjA2NC00N2E4LTgxMjAtYzFhYWNhNjRlNzBmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.9,"54,627",tt0377981,movie,24 May 2011,"$99,967,670",N/A,N/A,True,,
333,Puss in Boots,2011,PG,28 Oct 2011,90 min,"Animation, Adventure, Comedy",Chris Miller,"Tom Wheeler, Brian Lynch, William Davies","Antonio Banderas, Salma Hayek, Zach Galifianakis","An outlaw cat, his childhood egg-friend and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor and regain the trust of his mother and town.","English, Spanish",United States,Nominated for 1 Oscar. 9 wins & 43 nominations total,https://m.media-amazon.com/images/M/MV5BMTMxMTU5MTY4MV5BMl5BanBnXkFtZTcwNzgyNjg2NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.6,"153,007",tt0448694,movie,24 Feb 2012,"$149,260,504",N/A,N/A,True,,
334,Beastly,2011,PG-13,04 Mar 2011,86 min,"Drama, Fantasy, Romance",Daniel Barnz,"Daniel Barnz, Alex Flinn","Alex Pettyfer, Vanessa Hudgens, Mary-Kate Olsen","A modern-day take on the ""Beauty and the Beast"" tale where a New York teen is transformed into a hideous monster in order to find true love.",English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMzUzMTcxMTEzNV5BMl5BanBnXkFtZTcwMTcwNjcxNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,5.6,"77,000",tt1152398,movie,28 Jun 2011,"$27,865,571",N/A,N/A,True,,
335,The Art of Getting By,2011,PG-13,17 Jun 2011,83 min,"Drama, Romance",Gavin Wiesen,Gavin Wiesen,"Freddie Highmore, Emma Roberts, Michael Angarano","George, a lonely and fatalistic teen who has made it all the way to his senior year without ever having done a real day of work, is befriended by Sally, a popular but complicated girl who recognizes in him a kindred spirit.",English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BNDg3NzE5MjU3MV5BMl5BanBnXkFtZTcwNjY1NTgxNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,6.6,"58,207",tt1645080,movie,29 Nov 2011,"$1,430,241",N/A,N/A,True,,
