,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
103,Secret in Their Eyes,2015,PG-13,20 Nov 2015,111 min,"Crime, Drama, Mystery",Billy Ray,"Billy Ray, Juan José Campanella, Eduardo Sacheri","Chiwetel Ejiofor, Nicole Kidman, Julia Roberts","A tight-knit team of rising investigators, along with their supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",English,"United States, United Kingdom, Spain, South Korea",2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMjE0ODU1NDE0Ml5BMl5BanBnXkFtZTgwNzc4Njc3NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.3,"47,121",tt1741273,movie,23 Feb 2016,"$20,180,155",N/A,N/A,True,
104,Irrational Man,2015,R,07 Aug 2015,95 min,"Comedy, Crime, Drama",Woody Allen,Woody Allen,"Joaquin Phoenix, Emma Stone, Parker Posey",A tormented philosophy professor finds a will to live when he commits an existential act.,English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMjE2NTM0Mzk5Ml5BMl5BanBnXkFtZTgwMzQ3Njc3NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.6,"62,009",tt3715320,movie,12 Jan 2016,"$4,030,360",N/A,N/A,True,
105,Wild Card,2015,R,14 Jan 2015,92 min,"Action, Crime, Drama",Simon West,William Goldman,"Jason Statham, Michael Angarano, Dominik Garcia","When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play...and it's all or nothing.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjAyNjkyOTgzNF5BMl5BanBnXkFtZTgwMTk0MDc2MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,5.6,"54,171",tt2231253,movie,31 Mar 2015,N/A,N/A,N/A,True,
106,Paper Towns,2015,PG-13,24 Jul 2015,109 min,"Adventure, Comedy, Drama",Jake Schreier,"Scott Neustadter, Michael H. Weber, John Green","Nat Wolff, Cara Delevingne, Austin Abrams","After an all-night adventure, Quentin's lifelong crush, Margo, disappears, leaving behind clues that Quentin and his friends follow on the journey of a lifetime.",English,United States,4 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMjE2ODQxODMwOF5BMl5BanBnXkFtZTgwNDY5NjY3NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.2,"100,154",tt3622592,movie,20 Oct 2015,"$32,000,304",N/A,N/A,True,
107,The Lady in the Van,2015,PG-13,26 Feb 2016,104 min,"Biography, Comedy, Drama",Nicholas Hytner,Alan Bennett,"Maggie Smith, Alex Jennings, Jim Broadbent",A man forms an unexpected bond with a transient woman living in her van that's parked in his driveway.,"English, French",United Kingdom,Nominated for 1 BAFTA Film Award1 win & 8 nominations total,https://m.media-amazon.com/images/M/MV5BOTY0MjM3NTQyOF5BMl5BanBnXkFtZTgwMzcwNjUxNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.7,"28,764",tt3722070,movie,19 Apr 2016,"$10,021,175",N/A,N/A,True,
108,The SpongeBob Movie: Sponge Out of Water,2015,PG,06 Feb 2015,92 min,"Animation, Adventure, Comedy","Paul Tibbitt, Mike Mitchell","Jonathan Aibel, Glenn Berger, Stephen Hillenburg","Tom Kenny, Antonio Banderas, Bill Fagerbakke","When a diabolical pirate above the sea steals the secret Krabby Patty formula, SpongeBob and his nemesis Plankton must team up in order to get it back.",English,"United States, South Korea, Australia",1 win & 9 nominations,https://m.media-amazon.com/images/M/MV5BMjYyNDczNTE0MF5BMl5BanBnXkFtZTgwNjkzNDYxMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.0,"53,353",tt2279373,movie,02 Jun 2015,"$162,994,032",N/A,N/A,True,
109,Child 44,2015,R,17 Apr 2015,137 min,"Crime, Drama, History",Daniel Espinosa,"Richard Price, Tom Rob Smith, Johan Melin","Tom Hardy, Gary Oldman, Noomi Rapace",A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.,"English, Russian","Czech Republic, United Kingdom, United States, Russia",2 nominations,https://m.media-amazon.com/images/M/MV5BMTk1NTkxOTc5Nl5BMl5BanBnXkFtZTgwODI0NTg0NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.5,"69,361",tt1014763,movie,04 Aug 2015,"$1,224,330",N/A,N/A,True,
110,The Wave,2008,Not Rated,27 May 2011,107 min,"Drama, Thriller",Dennis Gansel,"Ron Jones, Johnny Dawkins, Ron Birnbach","Jürgen Vogel, Frederick Lau, Max Riemelt",A high school teacher's experiment to demonstrate to his students what life is like under a dictatorship spins horribly out of control when he forms a social unit with a life of its own.,German,"Germany, France",9 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMzc0ZmUyZjAtZThkMi00ZDY5LTg5YjctYmUwM2FiYjMyMDI5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,7.6,"106,616",tt1063669,movie,22 May 2017,N/A,N/A,N/A,True,
111,A Man Called Ove,2015,PG-13,30 Sep 2016,116 min,"Comedy, Drama, Romance",Hannes Holm,"Hannes Holm, Fredrik Backman","Rolf Lassgård, Bahar Pars, Filip Berg","Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.","Swedish, Persian",Sweden,Nominated for 2 Oscars. 16 wins & 29 nominations total,https://m.media-amazon.com/images/M/MV5BMjE0NDUyOTc2MV5BMl5BanBnXkFtZTgwODk2NzU3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.7,"52,265",tt4080728,movie,16 May 2017,"$3,479,315",N/A,N/A,True,
112,Beasts of No Nation,2015,TV-MA,16 Oct 2015,137 min,"Drama, War",Cary Joji Fukunaga,"Cary Joji Fukunaga, Uzodinma Iweala","Abraham Attah, Emmanuel Affadzi, Ricky Adelayitor","A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.","English, Akan",United States,Nominated for 1 BAFTA Film Award31 wins & 57 nominations total,https://m.media-amazon.com/images/M/MV5BMTYwMzMzMDI0NF5BMl5BanBnXkFtZTgwNDQ3NjI3NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.7,"78,955",tt1365050,movie,06 Feb 2017,"$90,777",N/A,N/A,True,
113,Me and Earl and the Dying Girl,2015,PG-13,01 Jul 2015,105 min,"Comedy, Drama",Alfonso Gomez-Rejon,Jesse Andrews,"Thomas Mann, RJ Cyler, Olivia Cooke","High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",English,United States,18 wins & 30 nominations,https://m.media-amazon.com/images/M/MV5BZTUwZTkxOGMtMmFjYS00MWU2LTk2YjAtNWUzMzAwODM0NzdiXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.7,"128,605",tt2582496,movie,06 Oct 2015,"$6,758,416",N/A,N/A,True,
114,Sleeping with Other People,2015,R,12 Aug 2015,101 min,"Comedy, Drama, Romance",Leslye Headland,Leslye Headland,"Jason Sudeikis, Alison Brie, Jordan Carlos","A good-natured womanizer and a serial cheater form a platonic relationship that helps reform them in ways, while a mutual attraction sets in.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMTUyMzQwNjEyNV5BMl5BanBnXkFtZTgwMzYwMzgwNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.5,"42,595",tt3165612,movie,22 Dec 2015,"$819,431",N/A,N/A,True,
115,Concussion,2015,PG-13,25 Dec 2015,123 min,"Biography, Drama, Sport",Peter Landesman,"Peter Landesman, Jeanne Marie Laskas","Will Smith, Alec Baldwin, Albert Brooks","In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.",English,"United Kingdom, Australia, United States",4 wins & 16 nominations,https://m.media-amazon.com/images/M/MV5BMTYwNjgwNDg0NV5BMl5BanBnXkFtZTgwMzY1MjAyNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,7.2,"92,162",tt3322364,movie,15 Mar 2016,"$34,542,474",N/A,N/A,True,
116,The Diary of a Teenage Girl,2015,R,28 Aug 2015,102 min,"Comedy, Drama, Romance",Marielle Heller,"Phoebe Gloeckner, Marielle Heller","Bel Powley, Alexander Skarsgård, Kristen Wiig",A teen artist living in 1970s San Francisco enters into an affair with her mother's boyfriend.,English,United States,16 wins & 37 nominations,https://m.media-amazon.com/images/M/MV5BMjE4MTQ3NTgwOF5BMl5BanBnXkFtZTgwMDQ3NTc5NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,6.8,"31,154",tt3172532,movie,19 Jan 2016,"$1,477,002",N/A,N/A,True,
117,Mustang,2015,PG-13,17 Jun 2015,97 min,Drama,Deniz Gamze Ergüven,"Deniz Gamze Ergüven, Alice Winocour","Günes Sensoy, Doga Zeynep Doguslu, Tugba Sunguroglu","When five orphan girls are seen innocently playing with boys on a beach, their scandalized conservative guardians confine them while forced marriages are arranged.",Turkish,"Turkey, France, Germany, Qatar",Nominated for 1 Oscar. 46 wins & 64 nominations total,https://m.media-amazon.com/images/M/MV5BMTkwODUzODA0OV5BMl5BanBnXkFtZTgwMTA3ODkxNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.6,"37,749",tt3966404,movie,10 May 2016,"$845,464",N/A,N/A,True,
118,The Walk,2015,PG,09 Oct 2015,123 min,"Action, Adventure, Biography",Robert Zemeckis,"Robert Zemeckis, Christopher Browne, Philippe Petit","Joseph Gordon-Levitt, Charlotte Le Bon, Guillaume Baillargeon","In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers.","English, French, Czech",United States,3 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BNTY4MzA4Mzc5Nl5BMl5BanBnXkFtZTgwNDIzMzk5NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.3,"125,921",tt3488710,movie,05 Jan 2016,"$10,137,502",N/A,N/A,True,
119,Tangerine,2015,R,10 Jul 2015,88 min,"Comedy, Crime, Drama",Sean Baker,"Sean Baker, Chris Bergoch","Kitana Kiki Rodriguez, Mya Taylor, Karren Karagulian",A hooker tears through Tinseltown on Christmas Eve searching for the pimp who broke her heart.,"English, Armenian",United States,25 wins & 43 nominations,https://m.media-amazon.com/images/M/MV5BMjEzNzY2NjYwOV5BMl5BanBnXkFtZTgwOTY1MDU1NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.1,"30,291",tt3824458,movie,10 Nov 2015,"$702,354",N/A,N/A,True,
120,A Walk in the Woods,2015,R,02 Sep 2015,104 min,"Adventure, Biography, Comedy",Ken Kwapis,"Michael Arndt, Bill Holderman, Bill Bryson","Robert Redford, Nick Nolte, Emma Thompson","After spending two decades in England, Bill Bryson (Robert Redford) returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends, Stephen Katz (Nick N",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTU2MTkwMzM0NF5BMl5BanBnXkFtZTgwMjA0NDA4NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.4,"26,664",tt1178665,movie,29 Dec 2015,"$29,504,281",N/A,N/A,True,
121,Sinister 2,2015,R,21 Aug 2015,97 min,"Horror, Mystery, Thriller",Ciarán Foy,"Scott Derrickson, C. Robert Cargill","James Ransone, Shannyn Sossamon, Robert Daniel Sloan",A young mother and her twin sons move into a rural house that's marked for death.,English,"United States, United Kingdom, Canada",1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMjM3MTQ5NjA0OV5BMl5BanBnXkFtZTgwMzg2OTYyNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32,5.3,"52,414",tt2752772,movie,12 Jan 2016,"$27,740,955",N/A,N/A,True,
122,Summertime,1955,Approved,07 Nov 1955,100 min,"Comedy, Drama, Romance",David Lean,"Arthur Laurents, H.E. Bates, David Lean","Katharine Hepburn, Rossano Brazzi, Isa Miranda",An American spinster's dream of romance finally becomes a bittersweet reality when she meets a handsome--but married--Italian man while vacationing in Venice.,"English, Italian","United Kingdom, United States",Nominated for 2 Oscars. 2 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BZTdmMTRjNTMtYmUzMy00YmE5LWI1ZDYtNGEyYTRkOTIwMTk1XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,7.2,"8,325",tt0048673,movie,09 Sep 1998,N/A,N/A,N/A,True,
123,Anomalisa,2015,R,11 Mar 2016,90 min,"Animation, Comedy, Drama","Duke Johnson, Charlie Kaufman",Charlie Kaufman,"David Thewlis, Jennifer Jason Leigh, Tom Noonan",A man crippled by the mundanity of his life experiences something out of the ordinary.,"English, Italian, Japanese","United Kingdom, United States",Nominated for 1 Oscar. 25 wins & 79 nominations total,https://m.media-amazon.com/images/M/MV5BMTkyMzI2MzQ1N15BMl5BanBnXkFtZTgwNDg0MzQxNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,7.3,"70,317",tt2401878,movie,03 May 2016,"$3,759,286",N/A,N/A,True,
124,The Blackcoat's Daughter,2015,R,16 Feb 2017,93 min,"Horror, Mystery, Thriller",Oz Perkins,Oz Perkins,"Emma Roberts, Kiernan Shipka, Lucy Boynton",Two girls must battle a mysterious evil force when they get left behind at their boarding school over winter break.,English,Canada,6 nominations,https://m.media-amazon.com/images/M/MV5BMTY2NTQ3NTEzNF5BMl5BanBnXkFtZTgwMzA0MzY1OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,5.9,"21,353",tt3286052,movie,30 May 2017,"$20,435",N/A,N/A,True,
125,Mississippi Grind,2015,R,13 Aug 2015,108 min,"Comedy, Drama","Anna Boden, Ryan Fleck","Anna Boden, Ryan Fleck","Ben Mendelsohn, Ryan Reynolds, Yvonne Landry","Down on his luck and facing financial hardship, Gerry teams up with younger charismatic poker player, Curtis, in an attempt to change his luck. The two set off on a road trip through the South with visions of winning back what's been",English,United States,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMjE3NTE3NzY2MV5BMl5BanBnXkFtZTgwNTY3NDIzNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,6.4,"22,689",tt2349144,movie,01 Dec 2015,"$130,541",N/A,N/A,True,
126,Drishyam,2015,Not Rated,31 Jul 2015,163 min,"Crime, Drama, Mystery",Nishikant Kamat,"Jeethu Joseph, Upendra Sidhaye","Ajay Devgn, Shriya Saran, Tabu","Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.","Hindi, English",India,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BYmJhZmJlYTItZmZlNy00MGY0LTg0ZGMtNWFkYWU5NTA1YTNhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,8.2,"77,920",tt4430212,movie,23 Mar 2017,N/A,N/A,N/A,True,
127,Attack on Titan Part 1,2015,Not Rated,01 Aug 2015,98 min,"Action, Adventure, Drama",Shinji Higuchi,"Hajime Isayama, Tomohiro Machiyama, Yûsuke Watanabe","Haruma Miura, Kiko Mizuhara, Kanata Hongô","In a world where giant humanoid Titans prey on humans, Eren joins the scouting legion to get revenge on the monsters who killed everyone in his town.",Japanese,Japan,2 nominations,https://m.media-amazon.com/images/M/MV5BZDk5MTcxZmItYWM2Ny00NjIwLWE2YWQtYjczMWFiZThjN2JkXkEyXkFqcGdeQXVyNDQyNzIwNDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}]",N/A,5.0,"13,387",tt2072230,movie,04 Oct 2016,"$449,523",N/A,N/A,True,
128,Woman in Gold,2015,PG-13,10 Apr 2015,109 min,"Biography, Drama, History",Simon Curtis,"Alexi Kaye Campbell, E. Randol Schoenberg, Maria Altmann","Helen Mirren, Ryan Reynolds, Daniel Brühl","Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.","English, German, Hebrew",United Kingdom,6 nominations,https://m.media-amazon.com/images/M/MV5BMTExMTUxNDQ5MjdeQTJeQWpwZ15BbWU4MDk4NTgxMzQx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,7.3,"56,943",tt2404425,movie,07 Jul 2015,"$33,307,793",N/A,N/A,True,
129,Eddie the Eagle,2015,PG-13,26 Feb 2016,106 min,"Biography, Comedy, Drama",Dexter Fletcher,"Simon Kelton, Sean Macaulay","Taron Egerton, Hugh Jackman, Tom Costello","The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics.","English, German, Norwegian","United Kingdom, Germany, United States",2 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMTUxOTc5MTU1NF5BMl5BanBnXkFtZTgwODYyNTA1NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,7.4,"90,598",tt1083452,movie,14 Jun 2016,"$15,789,389",N/A,N/A,True,
130,Eye in the Sky,2015,R,01 Apr 2016,102 min,"Action, Drama, Thriller",Gavin Hood,Guy Hibbert,"Helen Mirren, Aaron Paul, Alan Rickman","Col. Katherine Powell, a military officer in command of an operation to capture terrorists in Kenya, sees her mission escalate when a girl enters the kill zone triggering an international dispute over the implications of modern warfa","English, Somali","United Kingdom, Canada",3 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BNTY4Nzg5MTU0OV5BMl5BanBnXkFtZTgwMjY2MjU2NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.3,"84,075",tt2057392,movie,28 Jun 2016,"$18,704,595",N/A,N/A,True,
131,The Second Best Exotic Marigold Hotel,2015,PG,06 Mar 2015,122 min,"Comedy, Drama, Romance",John Madden,"Ol Parker, John Madden","Judi Dench, Maggie Smith, Bill Nighy","As the Best Exotic Marigold Hotel has only a single remaining vacancy, posing a rooming predicament for two fresh arrivals, Sonny Kapoor (Dev Patel) pursues his expansionist dream of opening a second hotel.","English, Hindi","United Kingdom, United States, India",4 nominations,https://m.media-amazon.com/images/M/MV5BMTU3MjkxNjc0OV5BMl5BanBnXkFtZTgwMjc0NDg0NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.6,"33,094",tt2555736,movie,14 Jul 2015,"$33,078,266",N/A,N/A,True,
132,Tumbledown,2015,R,05 Feb 2016,105 min,"Comedy, Music, Romance",Sean Mewshaw,"Sean Mewshaw, Desi van Til","Rebecca Hall, Jason Sudeikis, Blythe Danner","A young woman struggles to move on with her life after the death of her husband, an acclaimed folk singer, when a brash New York writer forces her to confront her loss and the ambiguous circumstances of his death.",English,"United States, Canada",1 nomination,https://m.media-amazon.com/images/M/MV5BMTU5MzkwOTQ1M15BMl5BanBnXkFtZTgwMjcxMzg2NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.2,"7,230",tt2338424,movie,10 Mar 2017,"$135,026",N/A,N/A,True,
133,Poltergeist,1982,PG,04 Jun 1982,114 min,"Horror, Thriller",Tobe Hooper,"Steven Spielberg, Michael Grais, Mark Victor","JoBeth Williams, Heather O'Rourke, Craig T. Nelson",A family's home is haunted by a host of demonic ghosts.,English,United States,Nominated for 3 Oscars. 4 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BNzliZmRlYTctYmNkYS00NzE5LWI1OWQtMTRiODY5MDMwMTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.3,"156,213",tt0084516,movie,09 Oct 2007,"$77,142,388",N/A,N/A,True,
134,The Meddler,2015,PG-13,03 Jun 2016,103 min,"Comedy, Drama, Romance",Lorene Scafaria,Lorene Scafaria,"Susan Sarandon, Rose Byrne, J.K. Simmons",An aging widow from New York City follows her daughter to Los Angeles in hopes of starting a new life after her husband passes away.,English,United States,6 nominations,https://m.media-amazon.com/images/M/MV5BMTc0NDQ2Njk4Nl5BMl5BanBnXkFtZTgwMTQwMDMyODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.3,"12,661",tt4501454,movie,06 Sep 2016,"$4,267,218",N/A,N/A,True,
135,We Are Your Friends,2015,R,28 Aug 2015,96 min,"Drama, Music, Romance",Max Joseph,"Max Joseph, Meaghan Oppenheimer, Richard Silverman","Zac Efron, Wes Bentley, Emily Ratajkowski","Caught between a forbidden romance and the expectations of his friends, aspiring DJ Cole Carter attempts to find the path in life that leads to fame and fortune.",English,"United Kingdom, France, United States",N/A,https://m.media-amazon.com/images/M/MV5BMjE2NjIxODUxNF5BMl5BanBnXkFtZTgwMjI1MzM1NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.2,"37,840",tt3787590,movie,17 Nov 2015,"$3,591,417",N/A,N/A,True,
136,Into the Forest,2015,R,29 Jul 2016,101 min,"Drama, Thriller",Patricia Rozema,"Patricia Rozema, Jean Hegland","Elliot Page, Evan Rachel Wood, Max Minghella","After a massive power outage, two sisters learn to survive on their own in their isolated woodland home.",English,Canada,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTg4MDkzNDMxMl5BMl5BanBnXkFtZTgwOTE3ODg4ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,5.8,"20,282",tt2625810,movie,04 Oct 2016,"$9,995",N/A,N/A,True,
137,Grandma,2015,R,18 Sep 2015,79 min,"Comedy, Drama",Paul Weitz,Paul Weitz,"Lily Tomlin, Julia Garner, Marcia Gay Harden","A teenager facing an unplanned pregnancy seeks help from her acerbic grandmother, a woman who is long estranged from her daughter.",English,United States,5 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BMjExMDE2OTIxM15BMl5BanBnXkFtZTgwMDY5NzAyNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,6.7,"15,509",tt4270516,movie,09 Feb 2016,"$6,980,524",N/A,N/A,True,
138,Bajirao Mastani,2015,Not Rated,18 Dec 2015,158 min,"Action, Drama, History",Sanjay Leela Bhansali,"Nagnath S. Inamdar, Sanjay Leela Bhansali, Prakash Kapadia","Ranveer Singh, Deepika Padukone, Priyanka Chopra Jonas","An account of the romance between the Maratha general, Baji Rao I and Mastani, princess of Bundelkhand.",Hindi,India,80 wins & 25 nominations,https://m.media-amazon.com/images/M/MV5BMWI3YTA1MDktYWNjOS00MTE5LTkzMTQtOWNiODY2MjIzYTQwXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}]",N/A,7.3,"33,387",tt3735246,movie,18 Nov 2016,"$6,557,047",N/A,N/A,True,
